review,sentiment
"First off I'd like to say that if I had to honestly rate this movie from a 1 to a 10, then I'd give it a -4. It's not that I'm a tough critic, it's just that this movie is THAT bad. Everything from the story, to the directing, to the editing is awful. The story is not even halfway decent to begin with (you can't expect much since it is based on a video game, something I was not aware of going into the movie) but the directing and editing made it even worse. The movie cuts at awkward points and goes to scenes that are completely unrelated to the previous ones; some, like a quick sex scene in the middle, don't even make sense being put into the story seeing as how the characters don't show any feelings toward each other. You could go into this movie expecting to see a pile of crap on the screen for an hour and a half and you'd still be disappointed. Honestly, if you pay to watch this movie then you are wasting your money, and if you don't pay anything then you are still wasting an hour and a half of your life. So do yourself a favor and don't watch it.",negative
"Pierce Brosnan will probably be the only thing familiar in Richard Attenborough's new biopic. The rest is new to international audiences: Canadian history and First Nations Culture.<br /><br />""Grey Owl"" is a light examination of how an man came to be adopted into the Ojibway of Northern Ontario, learning and preaching environmentalism decades before it became politically correct to do so. The film contains a love story, a moral message, and a man tortured by his past. That torture, though, is not always brought to life with the dramatic impact that it might.<br /><br />Nevertheless, it is a film which holds its audience without any violence. It pays deep respect to Canada's First Nations, and presents them in a dignified and non-stereotypical manner. Brosnan's performance is somewhat stiff, but I suspect that's just how Lord Attenborough wanted him.<br /><br />Thanks from a proud Canadian.",positive
"We loved School of Rock and Jack Black. We couldn't wait to go and see this movie. It was the only time in my life the movie was so bad I wanted to walk out. My husband hated it too. The only funny parts were in the trailers. My husband and I wanted to stand outside the movie theater and tell people to save their money. The writing was awful. It had every terrible stereotype of Hispanic people who should be utterly offended. The movie wasn't that long but to us it seemed like an eternity. The people in the theater were so restless and silent it was like watching paint dry. I made my husband stay because I was sure there would maybe be some redeeming parts, but there weren't. Save you money and your time.",negative
"For anyone who has seen and fallen in love with the stage musical A CHORUS LINE, the movie is a shoddy substitute. Not only are songs cut, but unnecessary plot twists added, new dance sequences choreographed, and, let's face it, Richard Attenborough just doesn't know how to film dancers.<br /><br />Onstage, Michael Bennett's A CHORUS LINE was just that: Michael Bennett. His idea, his choreography, his direction, his gift to Broadway and the rest of the world. It was two hours of hard-hitting, in-your-face realism that really made you feel for these ""boys"" and ""girls."" The movie, however, lacks empathy and depth: the actors look like they are auditioning for A CHORUS LINE rather than actually auditioning. Every move, every line of dialogue seems so weighted and planned; Michael Douglas, especially, as Zach is too in control for us to believe that he is this extraordinarily bitchy choreographer. Even when he throws his temper tantrums, you never quite believe him because every gesture, every accented word, every nuance is so obviously rehearsed. And as for him not dancing: Kevin Kline auditioned for the role of Zach on Broadway. Michael Bennett loved his reading, but Kline couldn't dance and ultimately lost the part. How I wish they had done the same for Douglas! A CHORUS LINE is supposed to be a show about nobodies, and aside from a few recognizable faces (Vicki Frederick, who played Cassie on Broadway, as Sheila and Khandi Alexander, of TV's NewsRadio, as one of the many auditioning dancers) you're not supposed to KNOW any of these people. Because you DO know these people. Having a star in any of the roles is a terrible decision: when you focus on Michael Douglas and his ranting instead of on the girls and boys on the line and their stories, you lose something.<br /><br />It is truly unfortunate that the best sequence in the show (Montage: Hello Twelve, Hello Thirteen, Hello Love) is cut drastically to make way for a terrible new song entitled ""Surprise, Surprise"" that surprisingly received a nomination at the Oscars. Cassie's ""mirror dance"" has a new song and tragically boring choreography -- one wonders why they bothered to shoot a movie version at all if they were going to mess with a working formula this much.<br /><br />For fans of musical theatre and those who enjoyed the stage version, this movie is a sad mockery of everything they cherished and loved. For those who never got to see the original production, either on Broadway or on tour, this movie is the only reference they will have to go by. And they'll have to wonder just how it got to be the longest-running musical in Broadway history -- until a little show called CATS overtook it in the late 1990's. But THAT is a different story, and don't even get me started there.",negative
"This was one of the lamest movies we watched in the last few months with a predictable plot line and pretty bad acting (mainly from the supporting characters). The interview with Hugh Laurie on the DVD was actually more rewarding than the film itself...<br /><br />Hugh Laurie obviously put a lot of effort into learning how to dance the Samba but the scope of his character only required that he immerse himself at the kiddie end of the pool. The movie is based on the appearance of a lovely girl and great music but these are not sufficient to make good entertainment.<br /><br />If you have never seen Rio, or the inside of a British bank, this film is for you. 2 out of 10.",negative
"The Claude Lelouch's movie is a pretty good moment of cinema. One of the most touching films about family and loneliness, and surely the best interpretation of French actor Jean-Paul Belmondo.",positive
"Although the acting was excellent, I spent the whole movie waiting for the nasty boy who caused so much grief to so many of the characters, get his final nemesis, and instead everyone else suffered except him and he gets the job of the husband whose wife's death he causes by running away from his friends, wins the girl he gave an overdose to and tried to rape. Even his friend gives money to his father, but the butterfly effect completely fails to return to its cause.<br /><br />This is a very dark film as each character that gets affected, suffers never ending depression. None of the normal avenues for relief seem to be effective and the only thing the authorities seem to do is give out quantities of stress pills.<br /><br />If this is normal behaviour in Finland now, I'm never going to go back just in case I am affected by such an amoral butterfly and end up as destroyed as the characters in this film were.",negative
"I have to say, from the beginning, when i watched the Stargate movie movie i wasn't blown away or anything it was like an average sci fi movie, with a lot of POTENTIAL, though the movie wasn't as, erm, amazing as other sci fi movies such as Star wars or aliens, which if u are a sci fi fanatic u will admit one of those two titles are amazing, even though i'm not as hardcore sci fi fan as some people, i don't remember one line from either of those movies, i'm not a big fan of wearing star wars T shirts, in fact if you saw me i would look like an average person to you, ah getting slightly off the point here, well my point is that the that you don't have to be a hard core sci fi fan to like this great series, which unfortunately ended after 10 amazing seasons with no drop in its quality as it got nearer to its end, in 2006.<br /><br />though i didn't like the movie much i was quite looking forward to the first season in 1997, and let me tell you, the special effects were only one of the brilliant things about the series, the chemistry between the characters just blew me away the special affects, were as good if not better than most sci fi shows running today. I have to admit that I would never have gone into Sci fi if it wasn't for stargate, and my dad, who actually got me into sci fi when i was like 6, and i'm glad he did, other wise i wouldn't have seen the brilliant shows like SG1, which now in my opinion sets the benchmark for nearly all sci fi series and movies, basically if a new sci fi series isn't better or as good as SG1, its not worth watching. basically this is the best sci fi show to date, and if you don't watch this, then you have no idea what you are missing!",positive
"He's stocky, sweaty, slightly cross-eyed and restless. He stands in front of us and calls himself a pervert. He claims that we  the film viewers  perceive the screen as a toilet bowl, and are all secretly wishing for all the s**t to explode from the inside. He's unpredictable and scary. Well? Come on, you could have guessed by now: he's one of the leading philosophers of our age.<br /><br />Slavoj iek is both a narrator and a subject of Sophie Fiennes' extraordinary new film, A Pervert's Guide to the Cinema. Fiennes illustrates a feature-long lecture by iek, and does so in two ways: by providing exemplary film clips and putting iek on real (or reconstructed) locations from the movies he speaks about. It's always nice to watch neatly captioned scenes from great movies (although Revenge of the Sith got here as well), but the main attraction of A Pervert's Guide is iek himself. What makes the movie such fun to watch is the unanswerable question one cannot help but ask over and over again: what is more outrageous, iek's views or iek's screen presence? In a documentary by Astra Taylor (iek!, 05), Slovenian philosopher at one point confessed his fear of being silent. Because, he claimed, he feels like he doesn't exist in the first place, the only way to make all other people believe he does is to talk constantly and feverishly. And talk he did, and how. Also A Pervert's Guide is dominated by his voice  delivering perfect English in most crazy way, and making some astonishing points about the cinema.<br /><br />What are those? Well, for example he sees Chaplin's reluctance towards talking picture as a sign of an universal fear of voice itself (kind of alien force taking over the human being  think the ventriloquist segment of Dead of Night [45]). He says that the perverse nature of cinema is to teach us to desire certain objects, not to provide us with them. He identifies Groucho Marx as super ego, Chico as ego and Harpo as id. He says a million other interesting things, and all the time we cannot take our eyes off him, so persuasive (and captivating) are his looks. At some point I couldn't help but stare at his thick, scruffy hair and wonder what kind of a brain lays stored underneath. Craving, of course, for more insights.<br /><br />Most notable are iek's readings of Lynch and Hitchcock (which comes as no surprise since he has written about both of them). The cumulative effect of many brilliantly edited clips from their respective work made those parts of iek's lecture memorable and  unlike others  difficult to argue with, since he seems to really have gotten things right on these two directors. This doesn't go for his reading of Tarkovsky for example, upon whom he relentlessly imposes his own utterly materialistic view of reality, dismissing precisely what's so remarkable in all Tarkovsky (namely strong religious intuitions and images).<br /><br />The question isn't whether iek is inspiring and brilliant, because he is; or whether Fiennes film is worth watching, because it is likewise. The real question is rather: are iek views coherent? One smart observation after another make for an overwhelming intellectual ride, but after the whole thing is over, some doubts remain. For example: while considering Vertigo (58) iek states that what's hidden behind human face is a perfect void, which makes face itself only a facade: something of a deception in its own means. However, when in the final sequence we hear about the ever-shattering finale of City Lights (31) as being a portrait of one human being fully exposed to another, it's hard not to ask: what happened to the whole facade-thing? Why should we grant Chaplin's face intrinsic value of the real thing and deprive Kim Novak's of this same privilege in two bold strokes? Or maybe that incoherence might also be read in Lacan's terms? (The name of the notoriously ""unreadable"" French psychoanalyst is fundamental to iek's thought.) The film has all the virtues of a splendid two-and-a-half hours lecture: lots of ground are covered, many perspectives employed, even some first-rate wisecracks made (when iek travels on a Melanie Daniels' boat from The Birds [63] and tries to think as she did, he comes up with: ""I want to f**k Mitch!""). But it has also one shortcoming that isn't inherent to two-and-a-half hours lecture as such: it's almost obsessively digressive. iek's yarn about how far are we from the Real is as good as any other psychoanalytic yarn, but after some 80 minutes it becomes quite clear that one of iek's perverse pleasures is to ramble on and on, changing subjects constantly. Overall effect is this of being swept away by a giant, cool, fizzing wave: you're simultaneously taken by surprise, refreshed, in mortal danger and confused no end. As you finish watching, your head is brimming with ideas not of your own and you're already planning on re-watching some films  but you also share a sense of having survived a calamity.<br /><br />The ultimate question is: did iek lost it? Or haven't we even came close to the real thing? Once cinephilia becomes punishable by imprisonment, we shall all meet in a one big cell and finally talk to each other (not having any movies around to turn our faces to). I dare you all: who will have enough guts to approach iek and defy him? My guess is that once you look into those eyes in real life, you become a believer.",positive
"...but you can see it from here.<br /><br />I definitely don't understand why anyone would recommend this movie. Not a bit of plot, not suspenseful, not well-made. No point to having made it, really.<br /><br />Completely forgettable in ever way.",negative
"Whoever likened this one to RAIDERS OF THE LOST ARK certainly knew whereof he spoke. He might, as well, have likened it to some of the adventures of the pulp heroes that followed. ""Kay Hoog"" reminds one more than a little of both Lamont Cranston (The Shadow) and Clark Savage (Doc Savage). (The Shadow, quintessential man of mystery- and the very first ""Dark Knight""- was also thought to be one Kent Allard. If one were to take Savage's first name first and add to it the Kent, you end up with- voila- Clark Kent. Funny, innit?) Like Indiana Jones, Hoog isn't above pilfering the artifacts of an ancient civilization (though his thefts are often more blatant and less ""charmingly roguish"" than Jones's). Unfortunately, this two-parter is a far cry from subsequent serials (from any era) in terms of overall quality. One of the first indications that something is amiss vis a vis the cinematic storytelling is a scene where desperados on horseback, quite literally breathing down his neck, simply watch as Hoog escapes their clutches in a hot air balloon. Why they don't bother to shoot down the balloon is just one of the many movie-making mysteries that plague these two films.<br /><br />The second half of this two-parter is even worse than the first. Granted, this was one of the first ever serials and, as such, should be cut a bit of slack- but there are limits, even, to tolerance. (At one point, the capture of the hero is effected not on screen, but in the narration itself! Talk about cutting corners...) Fritz Lang happens to be one of the greatest filmmakers to ever make films; unfortunately for those of us who admire most of what he did, THE SPIDERS is a bitter pill indeed to swallow...",negative
"I'm starting to wonder if all these PG-13 horror movies are just glorified screen tests for young and emerging talent. Get a first-time screenwriter, an inexperienced director, a few TV actors looking for their bigscreen break and see what they can do. 'When a Stranger Calls' is a little better than most such recent offerings, but is still completely by-the-book; riddled with plot holes and genre clichés.<br /><br />The story is unbelievably simplistic. The slim 87 minute running time is heavily padded with inconsequential friends and a pointless cheating boyfriend. The killer is devoid of even the token motivation of Jason or Michael or even the original movie's killer, and as a result is never particularly frightening. The police behave in such an unbelievably ineffectual and lazy manner as to verge on professional misconduct. Simon West brings the same attractive banality to proceedings that he managed with Lara Croft, but his style of directing is decidedly generic, possessing no indicators of real talent or vision. The performances are routine, dark hallways replace genuine horror, and the scares are of the tired cat-in-the-closet variety.<br /><br />The cinematography and production design, however, are above average for this kind of film. The house is beautifully designed, all dark wood and glassy reflections, and there are a few moments that are of visual interest.<br /><br />Though lacking an ounce of dramatic originality, it acts as a reasonably satisfying 'dark house' thriller, and maintains interest longer than most of its ilk.",negative
"The early to mid 90s were a high point, in my opinion, for the historical drama. Last of the Mohicans, Braveheart, Rob Roy - all portrayed a distinctive passion and intensity in their respective time periods.<br /><br />Rob Roy was a unique and intriguing taste of a time and place rarely represented by film. It really has everything - interesting story, great acting, remarkable dialog, and breathtaking scenery. I was particularly impressed by the apparently genuine dialog. I can imagine this is how early 18th century people spoke and behaved.<br /><br />Something else that surprised me was the vulgarity expressed by the characters. I found it to be more repulsive and shocking, albeit often more subtle, than most found in films set in modern times. The movie had a very racy and sexually charged edge to it that was unique and most likely very realistic in the context of the era.<br /><br />The pace was very tight, with hardly a dull moment. There was much intrigue and political subplots that complicated things a bit, but yet did not detract from the main storyline.<br /><br />The action was also very well done and gripping. Something that I will forever find remarkable is that during the highlight action piece in the film, there is no soundtrack whatsoever. It makes for a very tense, exciting sequence, since we have no musical cue as to the direction and resolution of the scene.<br /><br />Rob Roy will always remain high on my list of favorite films. I would recommend it to all.",positive
"The shame of it! There I was, comfortable in the arm chair with a beer and a bag of popcorn, bouyant in the hope of another splendid Muppet night of entertainment. What did I get? Disappointed! How can the Muppets go from the sublime Christmas Carol to this? The humour was dreadful, the songs were worse than Country and Western (and that's saying something) and the plot was as confused and poor as Blind Pew. I think the main problem was that they bit off too much in attempting Treasure Island. A short tale, such as Christmas Carol, is perfect because you can weave the Muppet high jinks around it....here the need to drag the plot along stopped all the fun. Where do the Muppets go next? How about Muppets Wizard of Oz?",negative
"This is the worst movie I have ever seen, and I have seen quite a few movies. It is passed off as an art film, but it is really a piece of trash. It's one redeeming quality is the beautiful tango dancing, but that cannot make up for Sally Potter's disgustingly obvious tribute to herself. The plot of this movie is nonexistent, and I guarantee you will start laughing by the end. Especially where she starts singing. It's absolutely unreal.",negative
"Man On Fire tells a story of an ex-special forces guy with a drinking problem who accepts a job as a personal bodyguard of a little girl in Mexico during the wave of kidnappings for ransom. At first he's not to friendly, but then they befriend with each other, he decides to stop drinking etc., etc... then one day she gets kidnapped... and killed...<br /><br />And HE, won't stop at anything to get the revenge.<br /><br />That's basically the story of Man On Fire but expect some big twists at least a few times including the ending which is beautiful and will probably make you cry.<br /><br />That's also because of the great music Harry-Gregson Williams with Lisa Gerrard (Gladiator) composed.<br /><br />But the strongest part of the movie... wait... the thing is, everything here is perfect.<br /><br />First - acting. Denzel Washington is at his best, Mickey Rourke and Christopher Walken good as always, great Radtha Mitchell and AMAZING young Dakota Fanning. And that's not the end of the list...<br /><br />Then come the cinematography which is dazzling and along with superb editing, should have won an Oscar for sure.<br /><br />The story is... not just a revenge movie. The story is intelligent, the story makes you think... and is pure beautiful. Really.<br /><br />This is one of those movies you need to see in your lifetime, at least once!",positive
I think this movie had really bad production value. The lack of acting makes me think they should mark it as an early docudrama. It may have had no money available for its making. I feel bad that it was a ruff ride into the Major League for Jackie Robinson.<br /><br />I believe he was much better than many of the white players of his day. He had to be really great to break the color barrier of the time. No getting around that this was a really bad movie.<br /><br />Wish there was more info about its makers. They may have been limited by the quality of actors that were willing to take on the project. Maybe no money to get good people.,negative
"This is a classic war movie. One of the best, a stark image fest of flashing lights, harrowing dark backgrounds and helicopter blades morphing into ceiling fans. A star-studded spectacle of immense power.<br /><br />Martin Sheen is a mercenary sent up river to assassinate the general gone astray, a sadistic dictator played beyond belief by the great Marlon Brando. Also along for the ride are, Robert Duvall as an over the top DI with a penchant for ""napalm in the morning"" or at least the smell of it. Dennis Hopper is an edgy photojournalist with a view slanted views about the war and about his leader. Also in this amazing film you'll see up and coming stars such as Laurence Fishburne, R. Lee Ermey, Sam Bottoms, Albert Hall and keep an eye out for Harrison Ford too...<br /><br />Behind the lens is Francis Ford Coppolla delivering a film with maybe more intensity and drama than the acclaimed Godfather films, he highlights war in it's most basic form, which for the most part is something you can't see, you can only feel it, as the boat carries on up river the feeling of the war tightening in is quite unbearable. The feeling of this is a rather claustrophobic feeling and really makes for unusual moods from the viewers. Honestly no films has ever made me feel like that.<br /><br />Criticism is hard to find. The biggest qualm from some is that Brando earned tons of money for a ten minute role, but in all fairness this is unjustified. It was money well earned, a role that physically restricted him, being at the time an unwell man, and a role that he really made his own. I can't picture anyone better for the role. And if you get the Apocalypse Now Redux version, there's some extra bits of the great man, and I think the Redux does make the film miles better.<br /><br />Final impressions are that if you are lucky to get the Redux version then you will be blessed with a completely satisfying film with a cool 49 minutes extra footage. If not, then still you won't be disappointed, this film is up there with the best, and deserves some great recognition, and a firm place as one of the top 50 films ever made...",positive
"What I miss most of all in this film is that it lets no place for imagination, everything is said. It is like a documentary film, but not as good as a documentary, because it is no documentary. A patchwork film without a continuous story. Very superficial, nothing to think about, because the film tells you already what you are supposed to think. Too many different problems are touched but none is worked out in order to make you think. I do not even know if it is a funny film that wants to be serious or a serious film that wants to be funny. Many scenes are very unrealistic, and the acting is quite poor. The film is quite boring.",negative
"This film was actually shot and made in 1987 but it didn't hit the theaters until 1990. As I watched this film I could see the good intentions that it had but I'm afraid there wasn't much talent or experience behind the camera to make it work. Story takes place in California in the 1890's and some Italian immigrants who own vineyards are told they have to leave their land so a railroad can come through. Dennis Hopper plays William Berrigan who has offered money for the land but has been turned down. Giancarlo Giannini is Sebastian Collogero and he is to proud to leave and asks the other farmers to stand up and fight to keep their land. Berrigan grows impatient and hires a bunch of thugs to force everyone to vacate. These thugs are headed by a man named Andrews (Burt Young) and he doesn't hesitate to kill anyone who gives him problems. Andrews and his men kill Collogero one night and his son Marco (Eric Roberts) vows to seek revenge and get the land back for everyone. Marco blows up the bridge that the railroad was going to need and they also destroy a tunnel and this sets back the project for several months and Berrigan now starts to get heat from other investors. This film was directed by Peter Masterson and besides ""The Trip To Bountiful"" he has at best a spotty career in directing. He's a fine actor but here he seems to be in over his head. This was a film that desperately needed more attention to detail and its easy to see that it didn't occur. Roberts hairstyle is perfect for the 1980's but this is suppose to be 1890! The cinematographer is Toyomichi Kurita who ended up being a good cameraman but this was only his fourth film and he certainly had not learned everything at that time. Its not a sharp looking film at all and I noticed in several shots during the day that the sun would be glaring off of something and the scenes just don't have the crispness that would have helped the overall look. The script is just a revenge story and no surprises take place during the course of the film. We know Giannini is going to get it and it seemed just a matter of time. The cast is top notch and they do their best but the whole film comes across as uninspired. This was promoted as Julia Roberts film debut but I'm not sure that is correct. She might have appeared in a film called ""Firehouse"" before this.",negative
"Life's going not to badly for Harry Mitchell, he's an ex-air force major (plus nifty little pension I imagine), who's raking in the cash for a patent he's developed (fusing titanium and steel via explosive process, creating super metal fit for NASA), and his wife of twenty-odd years has kept herself in pretty good nick. He's got a nice little pad in LA. I like to see visions of the 80s consumer dream, and you get a good slice here, what with the restored silver Jag (a series 1 E-type roadster) for him, and the gorgeous antique dolls house for her (as well as I'm sure other trinkets and boys toys). There's always got to be more though hasn't there? So Harry let's himself get caught up in some romantic shenanigans (you're only as old as the woman you're feeling). As in many films noir, one mistake, in an otherwise blotch-less life, leads to a downwards arc for Harry.<br /><br />Three blackmailers leech onto him. These are where the value are for me, great character actors playing very believable roles. Bobby Shy (played by Clarence Williams III) is a black ex-con who is capable of performing incredible psychopathic acts in order to avoid jail and punish double-crossers. He's reminiscent of Pluto, the vicious black ex-con psychopath from Carl Franklin's well-regarded neo-noir ""One False Move"" (1992). There's a similar character motivation I believe. Both men have had enough of the man, and well pretty much everyone, in extremis. Robert Trebor plays Leo Franks, a fat lily-livered pansy who runs a nudie parlour where gents can photograph nude models at $25 for half an hour, and $50 for a whole hour (did anyone else guffaw at the lack of discount?). He's in over his head, and it's great to watch Trebor acting when Leo starts to feel the heat, believable breakdown. John Glover wins as Alan Raimy, who is the brains of the plot, an actually brilliant man who becomes a pornographer and turns to a life of crime out of sheer sociopathic ennui. He's a sexual sadist and does a few particularly unpleasant things during the movie, including what I believe is a pretty well-implied rape (pay attention to his RAP sheet readout, it's easily missed, and read between the lines for the motel scene with ""Slim"").<br /><br />In common with One False Move, though not exclusively, I think the real impact of the movie is in the unusually communicative scenes of violence.<br /><br />So far so good but I think there's a real problem with the film. Harry Mitchell is told at one point that he has his ""tit in the wringer"". My problem is that Harry Mitchell is played by Roy Scheider. Roy Scheider protagonists never lose, they're self-sure and smooth, but not in an annoying way. I feel I'm being asked to believe that his character is in peril, the movie relies on this for dramatic tension; however I didn't believe it. For me it's like being asked to believe that Sandra Bullock's character is going to end up sleeping alone by the end of a romantic drama, or Stephen Seagal's character is going to get taken down by the baddies (did actually happen in one movie but was done deliberately for shock value). Roy Scheider doesn't convince as an adulterer either, you don't feel any annoyance with him at all, his character is Teflon-coated.<br /><br />It also felt like a movie that took some cuts. At 110 minutes it still feels underdeveloped: Harry's wife, Ann Margaret, is pretty much a cardboard cutout, an extension of Harry, her back story as a politician running for office receives scant attention. The effect that the affair has on Harry's marriage isn't properly communicated. This could be a Frankenheimer problem, he's not known for character development. I never felt that Harry was dealing with little more than an overtly annoying and erroneous tax claim from the IRS. <br /><br />There is good sleazy violent noir content in this film, but I feel that to be in the excellent bracket that the casting of Harry could have been done better (no disrespect to the great Roy Scheider). The film felt short, even with the long running time, and I think could have taken some more fleshing out.<br /><br />But you really can't forget the sleaze, like the deliciously pervy scene of Harry taking photos of Doreen in the nudie parlour.",positive
"I am an avid movie watcher and I enjoy a wide variety of films. However, I found NO enjoyment in this movie. It is probably the worst movie I have ever seen. I do not feel that it had much of a storyline, the characters were not likable and the relationship between the characters was dysfunctional at best, and the ending only made me dislike the movie more. It is definitely not in the same category as ""The Cave"" which was, in my opinion, the best cave movie ever made. Even ""The Descent"" was better than this movie.<br /><br />It was a waste of the $3.79 rental fee and of my time to watch this. Do yourself a favor and steer clear of this one.",negative
"Reading the other two comments, I had to wonder if I had seen the same movie!<br /><br />Perhaps life is drastically different in Australia, but, wow - call it sci-fi or fantasy, but people just don't act like this.<br /><br />I couldn't pass up this review without commenting on it myself.. it gets better after the first half hour, but I doubt most could make it that far..<br /><br />Yikes.",negative
"I admit I've only seen about three of Shakespeare's plays (Romeo & Juliet, Macbeth, & of course Hamlet) one I liked, the other I found so-so (Macbeth), and Hamlet I just found a masterpiece. I'm pleased to tell you that this adaptation is every bit as good as the intense and dramatic play. The acting is extremely strong (With a cast that features Kenneth Branagh, Robin Williams, and Billy Crystal how can you lose?) and the change in time period (Looks like somewhere between the 17 and 1800's) plays off beautifully as the characters move about and say their infamous lines straight from the script itself that any fan of the Shakespearean play will get chills from. If you're into this popular drama I highly urge you to watch this powerful 1996 adaptation from Shakespearean admirer Kenneth Branagh.",positive
"First off let me say that this has to be on the top of my list of boring movies. Nothing, and I mean nothing in this movie is even remotely thrilling. Most of it is very confusing and as it progresses you just wish it would end!! Some people want a movie that makes them ""think"" through the entire thing, to which I say...""More power to you""!! I on the other hand just want to be entertained. Which brings me back to this stinker, entertainment it is not. This movie is stupid and a complete waste of time. Seems that most here agree also. Most of this didn't make any sense, and by the time you think you have one scene figured out another lame scene comes around and....well I guess you see where this is going. Avoid, this one sucks....bad!!",negative
"exquisite!! in simple words... both Aparna Sen and Konkona Sen seem to understand each other quite well or maybe they both are just too good.this might just be her best performance as an actor and Aparna's best as a director. yeah maybe better than Mr and Mrs Iyer. Konkona plays the role of a schizophrenic. Shabana Azmi plays the role of Anjali,Mithi's(Konkona Sen's) elder sister. Shabana Azmi made the best out of Anjali's character for she had to play a strong,responsible,arrogant role of an elder sister who had the full responsibility of her family. Aparna Sen has beautifully crafted Anjali's character,a strong woman who had to sacrifice her personal life,her love for her family.<br /><br />Mithi's behavior was'not juvenile at all,for you can expect this from most of Indian directors for this role.looks like a lot of research has been done to understand the role of Mithi,a schizophrenic. When at times Mithi is a normal,sweet college going girl,she also scares you when she is shown ill..both the sides have been beautifully judged and played..believe me it at times reminds you of the girl in Exorcist..not that scary though.. Overall..Marvellous piece of work by Aparna Sen,Konkona Sen and Shabana Azmi...",positive
"4 realz son my game iz mad tite yo I cant wait 2 get on dis show and roll up in da club n do it real 905 style wit mad models n bottles, son!<br /><br />No, I'm just kidding. This is a sad show, created by, and for the enjoyment of, sad men. Men who are so neutered by modern existence that they channel their frustration into the clubs, where they eke out fleeting self-validation preying on chicks in hopes of getting their little wieners touched to try and dull the sting of loneliness and make them feel, even if just for one night, as though their seat on the Board of the Sausage Party of Toronto is a little less permanent. <br /><br />I read some comments on here saying that this show represents Canadian TV's finally stepping up to stand on a par with American TV or somethingorother. Well, that's not aiming short at all. It's like, Yes! Pat yourself on the back, Canada -- you've finally cracked the elusive formula for such groundbreaking American content as ""Studs"", ""Change of Heart"", ""Elimidate"" and ""The Fifth Wheel"". See, the real brainchild here is tacking ""...meets Candid Camera"" onto the pitch. Genius. And there's nothing that straddles that thin line between fratboy camaraderie and latent homosexuality like a group of grown men taping each other on hidden camera, admiring each other's ""game"" up in the club. The man-love on display here is so palpable they should really consider rechristening it ""Keys to the Steam Bath"".<br /><br />On a side note, how interesting that the folks who gave this show such glowing reviews seem to have registered an IMDb account for the express purpose of doing so (I guess I'm guilty of employing the same means to do the opposite here.) My personal favorite is the one enthusiastic reviewer that claims to hail from the ""United States"" who gushes that ""Now it's clear that the talent in Canada has the ability to produce American quality television."" <br /><br />Smooth. <br /><br />But why even bother manufacturing online buzz? You can't really get cancelled, after all -- you're on the Comedy Network in Canada, baby! The viewing public will go on ignoring your show for years to come. In all likelihood you'll be just fine, coasting comfortably along that proverbial plain of mediocrity with the majority of the Comedy Network's original programming.",negative
"This Is one of my favourite westerns. What a cast! Glenn Ford plays his role In his usual mild, controlled but firm manner. Ford plays one of the smaller ranchers In the shadow of the mighty anchor ranch that wants to swallow up the whole territory. Edward G Robinson plays the crippled patriarch of the anchor ranch and Barbera Stanwyck plays his sly scheming wife. There Is plenty of action In this western that Is quite Impressive, the scenery Is delicious and the letterbox scope photography Is breath taking and the soundtrack Is stereo! I would say that this western had a size-able budget It looks expensive. One of a series of great Glenn Ford westerns.",positive
"In all the episodes, I never saw any real action or drama or comedy.<br /><br />The plot is so repetitive.<br /><br />****Somebody gets something old and then somebody else tells them a little bit about it and how much it's worth and who made it and where it comes from and how much it could sell for and if there was any work done to it.<br /><br />Sowhile I watched about 30 of these, i realized...there is no drama....nobody ever loses a limb or life or gets divorced or hit by a car or air-plane.<br /><br />There are no car chases or explosions- not even a horse race with old carriages.<br /><br />All those guns and swords and nobody goes on a violent killing spree...what gives? No pshycos, no axe-murders, no-gun-totting old Englishmen in bad suits...just yap yap yap...you have an old tea set and it came from the country of Germany back in 1602 - blah blah blah...<br /><br />I'm still waiting for somebody with a time machine to go on screen and ask about it, but no...it never comes to be and the only thing that happens is that some stuffy Englishman or woman serves up some crap about something old being sold in Boston or China during the Ming Dynasty - big EFFIN deal.<br /><br />Can't anybody ever kidnap one of the leads and hold them for ransom? Is there no alien spacecraft that will obliterate the entire floor? Who the hell writes this stuff as a series and expects us to stay awake? This is about as entertaining as watching paint dry - only with commentary.<br /><br />There's no sex, there's no comedy or romance, no action, no suspense, no action, no drama, no mystery or martial arts.<br /><br />This show sucks! What ever happened to supermodels wearing thongs and spewing lasers from a futuristic weapon? Antiques Roadshow - More like grab a blanket and pillow and go to sleep show...",negative
